"AccBinomial","meanHeight","minHeight","maxHeight","meanLeaf.length","minLeaf.length","maxLeaf.length","meanLeaf.width","minLeaf.width","maxLeaf.width","meanCorolla.radius","minCorolla.radius","maxCorolla.radius","meanCorolla.tube.length","minCorolla.tube.length","maxCorolla.tube.length","meanCorolla.lobe.length","minCorolla.lobe.length","maxCorolla.lobe.length","meanStyle.length","minStyle.length","maxStyle.length","meanFruit.size","minFruit.size","maxFruit.size","Self..in.compatibility","Ploidy","HapN","Life.history","Habit","Stem.composition","Leaf.type","Corolla.color","Fruit.type","Fruit.color"
"Lycium afrum",1.3,0.6,2,16,14,18,1.4,0.8,2,"NA","NA","NA",17.5,15,20,2.5,2,3,15,12,18,10.5,8,13,,"Diploid",12,,"Shrub",,,"red, purple","Berry","Purple/Violet/Black"
"Lycium ameghinoi",1.75,1,2.5,5.5,1,10,1.6,1,2.2,"NA","NA","NA",5.25,4.5,6,1.5,1,2,"NA","NA","NA",4.5,4,5,,"Diploid",12,"Perennial","Shrub","Woody","Simple","white, yellow, green","Drupe or pyrene","Orange"
"Lycium americanum",2.5,1,4,32.5,5,60,16.5,4,29,"NA","NA","NA",6.5,5,8,3.5,2.5,4.5,11,8.9,13.1,"NA","NA","NA",,"Diploid",12,"Perennial","Shrub","Woody","Simple","white, pink, green, light purple","Berry",
"Lycium amoenum",1.5,1,2,18,12,24,5.5,4,7,"NA","NA","NA",12,10,14,3.5,3,4,17.5,15,20,9,8,10,,"Diploid",12,,"Shrub",,,"white, blue, purple","Berry","Red"
"Lycium andersonii",1.75,0.5,3,21.8333333333,3,35,4.5,1,8,"NA","NA","NA",10,4,16,1.75,1.5,2,6.37,6.37,6.37,6,3,9,"SI","Diploid",12,"Perennial","Shrub","Woody","Simple","white, light purple","Berry","Red, Orange"
"Lycium andersonii var. andersonii",1.8,0.5,3,18.25,3,35,3.625,1,8,"NA","NA","NA",9.5,4,16,1.85,1.4,2.5,"NA","NA","NA",8,3,10,,"Diploid",12,,"Shrub",,"Simple","white, green, light purple","Berry","Orange, Red"
"Lycium andersonii var. pubescens",1.75,0.5,3,19,3,35,4.5,1,8,"NA","NA","NA",10,4,16,1.75,1.5,2,"NA","NA","NA",6,3,9,,"Diploid",12,,"Shrub",,,,"Berry","Red, Orange"
"Lycium andersonii var. wrightii",1.75,0.5,3,19,3,35,4.5,1,8,"NA","NA","NA",6,4,8,1.75,1.5,2,"NA","NA","NA",6,3,9,,,,,"Shrub",,,,"Berry","Red, Orange"
"Lycium arenicola",3.5,3,4,19.5,14,25,1.5,1,2,"NA","NA","NA",5.125,4.5,6,1.75,1.5,2,3.75,1,7,4.5,4,5,,"Polyploid",36,"Perennial","Shrub","Woody",,"white, blue, purple","Berry","Red, Purple/Violet/Black"
"Lycium arochae",1,0.5,1.5,7.5,5,10,2.75,2,3.5,"NA","NA","NA",5,5,5,2,2,2,"NA","NA","NA",6.5,5,8,,,,,"Shrub",,,"blue, purple","Berry","Red, Orange"
"Lycium athium",1.25,1,1.5,7.5,3,12,2,1,3,"NA","NA","NA",2.75,2.5,3,2.25,2,2.5,"NA","NA","NA","NA","NA","NA",,,,,"Shrub",,"Simple","white, green",,
"Lycium australe",1,0.5,1.5,14,3,25,2.25,1.5,3,"NA","NA","NA",10,8,12,2.5,2,3,"NA","NA","NA",6,4,8,,,,,"Shrub",,,"white, cream, light purple, purple, brown","Berry","Red, Orange"
"Lycium barbarum",2.25,1.5,3,36.1666666667,7,60,8.25,3,12,"NA","NA","NA",6.75,4,10,5.5,5,6,8,7,9,6.75,3,10,,"Diploid","12, 24","Perennial","Shrub","Woody","Simple","light purple, purple, white, blue","Berry","Red"
"Lycium berlandieri",1.6,0.7,2.5,3.75,1.5,6,1.75,1,2.5,"NA","NA","NA",6.5,4,9,2,1,3,"NA","NA","NA",5,5,5,"SI","Diploid",12,"Perennial","Shrub","Woody","Simple","white, light purple","Berry",
"Lycium berlandieri var. berlandieri",1.6,0.7,2.5,3.75,1.5,6,1.75,1,2.5,"NA","NA","NA",8,7,9,1.75,1,2.5,"NA","NA","NA",5,5,5,,"Diploid",12,,"Shrub",,,"white, light purple","Berry",
"Lycium berlandieri var. longistylum",1.6,0.7,2.5,16.5,8,25,2,1,3,"NA","NA","NA",6.5,4,9,3.25,2,4.5,"NA","NA","NA",5,5,5,,,,,"Shrub",,,"white, light purple","Berry",
"Lycium berlandieri var. parviflorum",1.6,0.7,2.5,3.75,1.5,6,1.75,1,2.5,"NA","NA","NA",6.5,4,9,2,1,3,"NA","NA","NA",5,5,5,,"Diploid",12,,"Shrub",,,"white, light purple","Berry",
"Lycium berlandieri var. peninsulare",1.6,0.7,2.5,20,10,30,6,3,9,"NA","NA","NA",6.5,4,9,3.25,2,4.5,"NA","NA","NA",5,5,5,,"Diploid",12,,"Shrub",,,"white, light purple","Berry",
"Lycium boerhaviifolium",2,2,2,10,10,10,3.5,3,4,10,10,10,8,6,10,"NA","NA","NA",10,6.2,12.5,"NA","NA","NA","SI","Diploid",12,"Perennial","Shrub","Woody","Simple","light purple, blue, purple","Drupe or pyrene, Berry",
"Lycium bosciifolium",2.25,1.5,3,20,10,30,5.5,3,8,"NA","NA","NA",13,10,16,2.5,2,3,17.5,13,22,5.5,5,6,,"Diploid",12,"Perennial","Shrub","Woody",,"white, cream, green, blue, purple","Berry","Red"
"Lycium brevipes",2,1,3,16.5,3,30,5,2,8,"NA","NA","NA",7,4,10,"NA","NA","NA","NA","NA","NA",5,4,6,"SI","Diploid",12,"Perennial","Shrub","Woody",,"pink, blue, purple","Berry",
"Lycium brevipes var. brevipes",2,1,3,19.75,3,40,5.5,2,8,"NA","NA","NA",6,4,10,3.5,3,4,"NA","NA","NA",5,4,6,,"Diploid",12,,"Shrub",,"Simple","pink, blue, purple, light purple","Berry","Red, Orange"
"Lycium brevipes var. hassei",2,1,3,16.5,3,30,5,2,8,"NA","NA","NA",7,4,10,"NA","NA","NA","NA","NA","NA",5,4,6,,,,,"Shrub",,,"pink, blue, purple","Berry",
"Lycium bridgesii",0.7,0.6,0.8,8.375,4.5,10,1.375,1,2,"NA","NA","NA",17,14,20,"NA","NA","NA",20.8,18.8,22.8,"NA","NA","NA",,"Diploid",12,"Perennial","Shrub","Woody","Simple","white, yellow","Berry",
"Lycium californicum",1.3875,0.1,2,13.5,2,25,2,1,3,"NA","NA","NA",3.25,2,4.5,"NA","NA","NA","NA","NA","NA",3,2,4,"SI","Diploid",12,"Perennial","Shrub","Woody","Simple","white, light blue, light purple","Berry","Red, Orange"
"Lycium californicum var. arizonicum",1.05,0.1,2,13.5,2,25,2,1,3,"NA","NA","NA",3.25,2,4.5,"NA","NA","NA","NA","NA","NA",3,2,4,,"Polyploid",24,,"Shrub",,,"white, light purple","Berry","Red, Orange"
"Lycium californicum var. californicum",0.925,0.1,2,13.75,2,25,2.3,1,3.5,2.325,2,2.65,3.25,2,4.5,"NA","NA","NA","NA","NA","NA",3.25,2,4,,"Polyploid","18, 24",,"Shrub",,"Simple","white, light purple, purple","Berry","Red, Orange"
"Lycium californicum var. carinatum",1.05,0.1,2,13.5,2,25,2,1,3,"NA","NA","NA",3.25,2,4.5,"NA","NA","NA","NA","NA","NA",3,2,4,,,,,"Shrub",,,"white, light purple","Berry","Red, Orange"
"Lycium californicum var. interior",0.45,0.1,0.8,8,4,12,2,1,3,"NA","NA","NA",6.5,4,9,"NA","NA","NA","NA","NA","NA",3,2,4,,"Diploid",12,,"Shrub",,,"white, light purple","Berry","Red, Orange"
"Lycium carolinianum",1.525,0.4,3,21.25,10,35,3.375,1,6,"NA","NA","NA","NA","NA","NA",5,5,5,10,10,10,10,10,10,,"Diploid",12,,"Shrub",,,"light purple, purple, white","Berry","Red"
"Lycium carolinianum quadrifidum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,"Perennial",,"Woody",,,,
"Lycium carolinianum sandwicense","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,"Perennial",,"Woody",,,,
"Lycium carolinianum var. carolinianum",1.7,0.4,3,17.5,10,25,1.5,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,10,10,,,,,"Shrub",,,"white, light purple, purple","Berry","Red"
"Lycium carolinianum var. gaumeri",1.2,0.4,2,22.5,10,35,4,2,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,10,10,,,,,"Shrub",,,"white, light purple, purple","Berry","Red"
"Lycium cestroides",3,1,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",14,10.5,17.5,1.75,1,2.5,10.8,10.4,11.2,6.5,4,9,"SI","Diploid",12,"Perennial","Shrub, Tree","Woody","Simple","blue, purple","Berry","Red, Orange, Purple/Violet/Black"
"Lycium chanar",0.65,0.3,1,7,2,12,0.4,0.3,0.5,"NA","NA","NA",7.5,6,9,1.9,1.5,2.3,4.6,4.6,4.6,3.5,3,4,,"Diploid",12,,"Shrub",,"Simple","white, yellow, light purple","Berry","Red"
"Lycium chilense","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",13,13,13,"NA","NA","NA",,"Diploid","12, 24","Perennial",,"Woody",,,,
"Lycium chilense var. chilense",1.25,0.5,2,19,3,35,5,2,8,"NA","NA","NA",4.25,2.5,6,4.25,3,5.5,7.1,5.3,8.9,7,6,8,,"Diploid","24, 12",,"Shrub",,"Simple","white, cream, blue, purple","Berry","Red, Orange"
"Lycium chilense var. comberi",1.25,0.5,2,9.5,4,15,1.25,1,1.5,"NA","NA","NA",4.25,2.5,6,4.25,3,5.5,"NA","NA","NA",7,6,8,,,,,"Shrub",,"Simple","white, cream, blue, purple","Berry","Red, Orange"
"Lycium chilense var. confertifolium",1.25,0.5,2,12.5,2,23,3.9,0.8,7,"NA","NA","NA",4.25,2.5,6,4.25,3,5.5,5.9,5.3,6.5,7,6,8,,"Polyploid",24,,"Shrub",,"Simple","white, cream, blue, purple","Berry","Red, Orange"
"Lycium chilense var. descolei",1.25,0.5,2,9,3,15,2.5,1,4,"NA","NA","NA",4.25,2.5,6,4.25,3,5.5,5.5,5.1,5.9,7,6,8,,"Diploid","24, 12",,"Shrub",,"Simple","white, cream, blue, purple","Berry","Red, Orange"
"Lycium chilense var. filifolium",2,2,2,20,10,30,1.25,0.5,2,"NA","NA","NA",4.25,2.5,6,4.25,3,5.5,6.8,6,7.6,7,6,8,,"Diploid",12,,"Shrub",,"Simple","white, cream, blue, purple","Berry","Red, Orange"
"Lycium chilense var. glaberrimum",1.25,0.5,2,18,6,30,5.75,1.5,10,"NA","NA","NA",4.25,2.5,6,4.25,3,5.5,"NA","NA","NA",7,6,8,,,,,"Shrub",,"Simple","white, cream, blue, purple","Berry","Red, Orange"
"Lycium chilense var. minutifolium",1.5,1.5,1.5,9.5,4,15,1,0.5,1.5,"NA","NA","NA",4.25,2.5,6,4.25,3,5.5,6.6,5.8,7.4,7,6,8,,"Diploid",12,,"Shrub",,"Simple","white, cream, blue, purple","Berry","Red, Orange"
"Lycium chilense var. vergarae",0.25,0.1,0.4,5.5,1,10,1.5,1,2,"NA","NA","NA",3.25,2.5,4,"NA","NA","NA","NA","NA","NA",7,6,8,,"Diploid",12,,"Shrub",,"Simple","white, cream, blue, purple","Berry","Red, Orange"
"Lycium chinense",0.75,0.5,1,32.5,15,50,15,5,25,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",16.75,7,25,"SI","Diploid","12, 18, 24","Perennial","Shrub","Woody","Simple","light purple","Berry","Red"
"Lycium chinense var. chinense",0.75,0.5,1,32.5,15,50,15,5,25,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",11,7,15,,,,,"Shrub",,"Simple","light purple","Berry","Red"
"Lycium ciliatum",1.3,0.6,2,40,5,75,24.5,4,45,"NA","NA","NA",4.5,3,6,6,3.5,8.5,8.3,8.1,8.5,6.5,5,8,,"Diploid","12, 24","Perennial","Shrub","Woody","Simple","white, purple","Berry","Red, Orange"
"Lycium cinereum",1.15,0.3,2,12,7,17,1.5,1,2,"NA","NA","NA",6,5,7,2.75,2,3.5,9,8,10,3.5,3,4,"SI","Diploid",12,"Perennial","Shrub","Woody",,"white, cream, blue, purple","Berry","Red"
"Lycium cooperi",1.3,0.6,2,22.5,10,35,8.5,4,13,"NA","NA","NA",11.5,8,15,2.5,2,3,"NA","NA","NA",7.5,5,10,"SI","Diploid",12,"Perennial","Shrub","Woody","Simple","white, green, purple","Berry","Yellow, Green"
"Lycium cuneatum",2.5,1,4,22,4,40,17.5,3,32,"NA","NA","NA",4,3,5,1.75,1.5,2,6.4,6,6.8,3.5,3,4,,"Diploid",12,"Perennial","Shrub, Tree","Woody","Simple","white, cream, light yellow","Berry","Purple/Violet/Black"
"Lycium cyathiformum",2,2,2,25.5,11,40,16,7,25,"NA","NA","NA",8.5,7,10,"NA","NA","NA","NA","NA","NA",7,7,7,,,,,"Shrub",,"Simple","blue, purple","Berry",
"Lycium cylindricum","NA","NA","NA",25,15,35,4.5,3,6,"NA","NA","NA",5.5,5,6,4,4,4,8,8,8,5,5,5,,,,,,,"Simple",,"Berry","Red, Orange, Yellow"
"Lycium dasystemum",1.5,1.5,1.5,37.5,15,60,10,5,15,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",11,10,12,,,,,"Shrub",,"Simple","purple","Berry","Red"
"Lycium decumbens",0.2,0.2,0.2,17.5,15,20,4,3,5,"NA","NA","NA",7,6,8,3,3,3,12.5,12,13,4,4,4,,"Diploid",12,,"Shrub",,,"white, cream, light purple, purple","Berry","Red, Orange"
"Lycium densifolium",1.25,1,1.5,10.5,5,16,1.75,1,2.5,"NA","NA","NA",4.5,4,5,1.25,1,1.5,"NA","NA","NA",3.5,3,4,,,,,"Shrub",,,"white, light purple","Berry","Red"
"Lycium depressum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,,,
"Lycium depressum subsp. depressum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,,,
"Lycium deserti",1.5,1,2,8.5,3,14,1.75,1,2.5,"NA","NA","NA","NA","NA","NA",1.65,1.5,1.8,"NA","NA","NA",6,5,7,,,,,"Shrub",,"Simple","white","Berry",
"Lycium distichum",1.75,1.5,2,9,3,15,4.25,2,6.5,"NA","NA","NA",13.25,10.5,16,1.95,1.5,2.4,"NA","NA","NA",4.75,4.5,5,,,,,"Shrub",,"Simple","white, light purple","Berry","Red, Orange"
"Lycium eenii",1.5,1,2,25,20,30,10,8,12,"NA","NA","NA",13.5,12,15,3,3,3,11.5,10,13,7.5,7,8,,"Diploid",12,,"Shrub",,,"white, green, purple","Berry","Red"
"Lycium elongatum",1.6,0.7,2.5,16.25,2.5,30,1.75,0.5,3,"NA","NA","NA",9,8,10,"NA","NA","NA",10.1,9.5,10.7,4.5,3,6,,"Diploid",12,"Perennial","Shrub","Woody","Simple","blue, light purple, purple","Berry","Red, Orange, Purple/Violet/Black"
"Lycium europaeum",1.5,1,2,20,15,25,6.5,5,8,"NA","NA","NA",12,11,13,2.75,2.5,3,8,7,9,5.5,5,6,,"Diploid","12, 18",,"Shrub",,,"green, purple","Berry","Red"
"Lycium exsertum",2.5,1,4,19.1666666667,5,40,5.5,3,8,"NA","NA","NA",9.6666666667,7,14,1.5,1,2,"NA","NA","NA",7,6,8,,"Diploid","12, 24","Perennial","Shrub","Woody","Simple","white, green, light purple, purple, brown, light blue","Berry","Orange"
"Lycium ferocissimum",2.5,2,3,18,12,24,5.5,4,7,"NA","NA","NA",7,6,8,3.5,3,4,12.5,10,15,9,8,10,"SI","Diploid",12,"Perennial","Shrub","Woody",,"white, blue, light purple, purple","Berry","Red"
"Lycium fremontii",2,1,3,21.5,8,35,8.5,2,15,"NA","NA","NA",11.5,8,15,4,2,6,"NA","NA","NA",7,5,9,,"Polyploid","48, 60","Perennial","Shrub","Woody","Simple","white, blue, light purple, purple","Berry","Red"
"Lycium fremontii var. congestum",2,1,3,25,15,35,12,7,17,"NA","NA","NA",11.5,8,15,"NA","NA","NA","NA","NA","NA",7,5,9,,,,,"Shrub",,,"white, blue, light purple, purple","Berry","Red"
"Lycium fremontii var. fremontii",1.875,1,3,20,10,35,5,3,7,"NA","NA","NA",9.75,4,15,2.65,2.3,3,"NA","NA","NA",7,5,9,,"Polyploid","48, 60",,"Shrub",,"Simple","white, blue, light purple, purple, light blue","Berry","Red, Orange"
"Lycium fuscum",1.25,0.5,2,13.5,2,25,4,2,6,"NA","NA","NA",19,15,23,1.65,1.3,2,"NA","NA","NA",7.5,6,9,,"Diploid",12,,"Shrub",,"Simple","yellow, green","Berry","Red, Orange"
"Lycium gariepense",0.9,0.6,1.2,12.5,10,15,2.5,2,3,"NA","NA","NA",8,7,9,2.5,2,3,4.75,0,9,5.5,5,6,,"Polyploid",24,"Perennial","Shrub","Woody",,"white, cream, light purple, purple","Berry","Red"
"Lycium gilliesianum",1.65,0.8,2.5,14,3,25,2.15,0.8,3.5,"NA","NA","NA",12.75,10,15.5,1.5,1,2,12.8,11.2,14.4,7.5,5,10,,"Diploid",12,"Perennial","Shrub","Woody","Simple","yellow, green","Berry","Red, Purple/Violet/Black"
"Lycium glomeratum",6.5,3,10,65,10,120,24.5,5,44,"NA","NA","NA",5,4.5,5.5,"NA","NA","NA","NA","NA","NA",3.5,3,4,,,,,"Shrub, Tree",,"Simple","white","Berry","Purple/Violet/Black"
"Lycium grandicalyx",0.75,0.5,1,30,20,40,11.5,8,15,"NA","NA","NA",11.5,10,13,4,3,5,17.5,17,18,7.5,7,8,,"Diploid",12,,"Shrub",,,"white, light purple","Berry","Red"
"Lycium griseolum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,,,
"Lycium hantamense",1.6,1.2,2,15.5,13,18,4,3,5,"NA","NA","NA",12.25,11,15,3.75,3.5,4,8.125,0.5,15,7.5,7,8,,"Polyploid",24,,"Shrub",,,"white, green, purple","Berry","Yellow"
"Lycium hirsutum",2,1,3,19,10,28,6,4,8,"NA","NA","NA",17,14,20,2.5,2,3,20,18,22,5.5,5,6,"SI","Diploid",12,"Perennial","Shrub","Woody",,"white, cream, purple","Berry","Red"
"Lycium horridum",1,0.2,1.8,9.5,7,12,2.25,1.5,3,"NA","NA","NA",7.5,6,9,1.75,1.5,2,4.125,0.5,9,5,4,6,,"Polyploid",24,"Perennial","Shrub","Woody",,"white, light purple, purple","Berry","Red"
"Lycium humile",0.2,0.2,0.2,9,2,16,2.5,1,4,"NA","NA","NA",13.75,12,15.5,3,2.5,3.5,"NA","NA","NA",7.5,7,8,,,,,"Shrub",,"Simple","white","Berry",
"Lycium infaustum",1.2,0.6,1.8,8.5,2,15,1,0.5,1.5,"NA","NA","NA",7.5,5,10,"NA","NA","NA",9.6,8.6,10.6,4,3,5,,"Diploid",12,"Perennial","Shrub","Woody","Simple","white, light purple","Berry","Red, Purple/Violet/Black"
"Lycium isthmense",1.25,0.5,2,18,6,30,7.5,2,13,"NA","NA","NA","NA","NA","NA",2.75,2.5,3,"NA","NA","NA",8,7,9,,"Diploid",12,,"Shrub",,,"white, purple, brown","Berry","Red, Purple/Violet/Black"
"Lycium kopetdaghi","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,,,
"Lycium leiospermum",0.9,0.3,1.5,9,5,13,1.25,0.5,2,"NA","NA","NA",11.5,10,13,3.25,3,3.5,"NA","NA","NA",8,7,9,,"Diploid",12,,"Shrub",,,,"Berry","Red"
"Lycium leiostemum",1.5,1,2,6,2,10,1.45,0.9,2,"NA","NA","NA",12,10,14,3,2.5,3.5,"NA","NA","NA",4,3,5,,,,,"Shrub",,"Simple","white","Berry",
"Lycium macrodon",2,1,3,17.5,5,30,3.5,2,5,"NA","NA","NA",9,6,12,3.5,2,5,"NA","NA","NA",8,6,10,"SI","Diploid",12,"Perennial","Shrub","Woody","Simple","white, green, light purple","Berry","Yellow"
"Lycium macrodon var. macrodon",1.9,1.5,2.3,37.5,25,50,10.5,8,13,"NA","NA","NA",9.5,8.5,10.5,"NA","NA","NA","NA","NA","NA",10,10,10,,,,,"Shrub",,"Simple","white, green, blue",,
"Lycium makranicum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,,,
"Lycium martii",3.25,1.5,5,31.5,10,53,15,5,25,"NA","NA","NA",4.5,4,5,2.9,2.8,3,"NA","NA","NA",3.5,3,4,,,,,"Shrub, Tree",,"Simple","white","Berry",
"Lycium mascarenense",1,1,1,8,6,10,2,1,3,"NA","NA","NA",6,5,7,2.5,2,3,8,7,9,4.5,4,5,,"Diploid",12,,"Shrub",,,"white, light purple","Berry","Red, Orange"
"Lycium megacarpum",0.9,0.3,1.5,17.5,5,30,6.5,3,10,"NA","NA","NA",12,10,14,2,1.5,2.5,"NA","NA","NA",10.5,9,12,,,,,"Shrub",,,"white, green, purple","Berry","Red"
"Lycium minimum",1.5,1,2,8,3,13,0.75,0.5,1,"NA","NA","NA",3,2.5,3.5,1.6,1.2,2,"NA","NA","NA",2.5,2,3,"SC","Polyploid",24,"Perennial","Shrub","Woody","Simple","white, cream","Drupe or pyrene","Orange"
"Lycium minutifolium",1.5,1,2,4.2,0.8,12,1.3,0.7,2,"NA","NA","NA",10.125,8,13,1.625,1,2,"NA","NA","NA",4.5,4,5,,"Diploid",12,,"Shrub",,"Simple","white, yellow, green","Berry","Purple/Violet/Black"
"Lycium morongii",3,1,5,46,12,80,19.5,5,34,"NA","NA","NA",3.75,3,4.5,1.75,1.5,2,4.3,3.5,5.1,3.5,3,4,,"Diploid",12,"Perennial","Shrub","Woody","Simple","white, cream, light yellow","Berry","Purple/Violet/Black"
"Lycium nodosum",1.25,0.5,2,18,6,30,7.5,2,13,"NA","NA","NA",5.25,4.5,6,2.25,2,2.5,"NA","NA","NA",4.5,4,5,,"Diploid",12,"Perennial","Shrub","Woody","Simple","white, purple","Berry","Red, Purple/Violet/Black"
"Lycium nodosum var. isthmense",1.5,1,2,15,10,20,5.5,4,7,"NA","NA","NA",4.5,4,5,2.75,2.5,3,"NA","NA","NA",8,7,9,,"Diploid",12,,"Shrub",,,"light purple, brown",,
"Lycium oxycarpum",2.95,0.9,5,25,20,30,5.5,3,8,"NA","NA","NA",22,20,24,2.5,2,3,19.5,17,22,5.5,5,6,,"Diploid",12,"Perennial","Shrub, Tree","Woody",,"white, cream, green, blue, purple","Berry","Red, Orange"
"Lycium pallidum",1.5,1,2,30,10,50,9,3,15,"NA","NA","NA",18.5,12,25,5.25,2.5,8,"NA","NA","NA",10,10,10,"SI","Diploid",12,"Perennial","Shrub","Woody","Simple","white, green, light purple, purple","Berry","Red, Blue"
"Lycium parishii",2.25,1,3.5,7.5,3,12,3,1,5,"NA","NA","NA",8,6,10,2.5,2,3,"NA","NA","NA",5.5,4,7,"SI","Diploid",12,"Perennial","Shrub","Woody",,"green, light purple, purple","Berry","Red"
"Lycium parishii var. parishii",1.75,1.5,2,10.5,3,18,"NA","NA","NA","NA","NA","NA",6.5,4.5,8.5,2.4,1.3,3.5,"NA","NA","NA",7,5,9,,"Diploid",12,,"Shrub",,"Simple","light purple",,"Orange"
"Lycium pilifolium",0.4,0.3,0.5,6.5,3,10,2.5,1,4,"NA","NA","NA","NA","NA","NA",3.5,3,4,"NA","NA","NA",8,6,10,,,,"Perennial","Subshrub, Shrub","Woody",,"white, light purple","Berry","Yellow"
"Lycium puberulum",1.5,1,2,23,6,40,6.75,2.5,11,"NA","NA","NA",10,7,13,2.5,2,3,"NA","NA","NA",6.5,4,9,"SI","Diploid",12,"Perennial","Shrub","Woody",,"green, light purple",,"Orange, Yellow"
"Lycium puberulum var. berberidoides",1.5,1,2,23,6,40,6.75,2.5,11,"NA","NA","NA",10,7,13,2.5,2,3,"NA","NA","NA",6.5,4,9,,,,,"Shrub",,,"green, light purple",,"Orange, Yellow"
"Lycium puberulum var. puberulum",1.5,1,2,23,6,40,6.75,2.5,11,"NA","NA","NA",10,7,13,2.5,2,3,"NA","NA","NA",6.5,4,9,,,,,"Shrub",,,"green, light purple",,"Orange, Yellow"
"Lycium pumilum",0.9,0.6,1.2,12.5,10,15,1.5,1,2,"NA","NA","NA",4.75,4,5.5,3.5,3,4,6,5,7,4,4,4,"SI","Diploid",12,"Perennial","Shrub","Woody",,"white, light purple, purple","Berry","Red, Orange"
"Lycium rachidocladum","NA","NA","NA",6.5,3,10,4,2,6,"NA","NA","NA",7,6,8,3,2.5,3.5,"NA","NA","NA","NA","NA","NA",,"Diploid",12,,"Shrub",,"Simple","white, light purple",,
"Lycium repens",0.25,0.25,0.25,14.5,2,27,3,1,5,"NA","NA","NA",6.5,5,8,2.75,2,3.5,"NA","NA","NA",9,8,10,,,,,"Shrub",,"Simple","white, pink, purple, brown","Berry","Orange"
"Lycium ruthenicum",0.35,0.2,0.5,17.5,5,30,4.5,2,7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",7.5,6,9,,"Diploid",12,,"Shrub",,"Simple","light purple","Berry","Purple/Violet/Black"
"Lycium schaffneri",2,1,3,34,18,50,8,5,11,"NA","NA","NA",15,12,18,4,4,4,"NA","NA","NA","NA","NA","NA",,,,,"Shrub",,,"cream, blue, purple","Berry",
"Lycium schizocalyx",1.2,0.7,1.7,12,9,15,1.5,1,2,"NA","NA","NA",7,6,8,3.25,3,3.5,11,10,12,6.5,6,7,,"Diploid",12,"Perennial","Shrub","Woody",,"white, cream, purple","Berry","Red"
"Lycium schreiteri",1.25,0.5,2,14.5,4,25,6.5,2,11,"NA","NA","NA",9.75,8.5,11,4.25,3.5,5,"NA","NA","NA",5.5,5,6,,,,,"Shrub",,"Simple",,"Berry",
"Lycium schweinfurthii",2.5,2,3,16,12,20,3,2,4,"NA","NA","NA",13,11,15,2.25,2,2.5,14,10,18,4.5,4,5,,"Diploid",12,,"Shrub",,,"white, cream, light purple","Berry","Purple/Violet/Black"
"Lycium shawii",1.875,1,2.5,27.5,20,35,9,8,10,"NA","NA","NA",14,12,16,3,2,4,11,10,12,4,3,5,,"Diploid",12,,"Shrub",,,"purple, white, cream, pink, light purple","Berry","Red"
"Lycium shockleyi",0.45,0.3,0.6,14.5,6,23,3,2,4,"NA","NA","NA",11,8,14,2.5,2,3,"NA","NA","NA","NA","NA","NA",,,,"Perennial","Shrub","Woody",,"white, green, light purple",,
"Lycium stenophyllum",1.4,0.8,2,11,2,20,1,0.5,1.5,"NA","NA","NA",14,12,16,1.5,1,2,"NA","NA","NA",3.75,3,4.5,,"Diploid",12,,"Shrub",,"Simple","white, blue","Berry",
"Lycium strandveldense",1.25,1,1.5,11,9,13,2.5,2,3,"NA","NA","NA",11.25,10,13,2.5,2.5,2.5,6,1,12,4.5,4,5,,"Polyploid",24,,"Shrub",,,"white, green, purple","Berry","Red"
"Lycium tenue",1.25,1,1.5,11.5,10,13,1.5,1,2,"NA","NA","NA",6.5,6,7,3,3,3,6.5,6,7,6,5,7,,"Diploid",12,"Perennial","Shrub","Woody",,"white, cream, light purple","Berry","Red"
